CD3_C ID, MECID,Committee Name,Committee,Address 1,Address 2,City,State,Zip,Date,Amount,Contribution Type,Report
"145704","C171047","House Democratic Campaign Committee","Citizens For Raymond Lampert","PO Box 3547","","Springfield","MO","65808","2/25/2020 12:00:00 AM","290.0000","I","April Quarterly Report"
"145705","C171047","House Democratic Campaign Committee","McKinney in the House","14 Atwell Acres St","","Monett","MO","65708","2/25/2020 12:00:00 AM","290.0000","I","April Quarterly Report"
"145706","C171047","House Democratic Campaign Committee","Mindi Smith for Missouri","PO Box 77","","Union Star","MO","64494","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"145707","C171047","House Democratic Campaign Committee","Fiala for Missouri","PO Box 75","","Marceline","MO","64658","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"145708","C171047","House Democratic Campaign Committee","Friends Of Mark Ellebracht","529 Thornton Street","","Liberty","MO","64068","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"145709","C171047","House Democratic Campaign Committee","Rogers For Missouri","PO Box 12521","","North Kansas City","MO","64116","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"145710","C171047","House Democratic Campaign Committee","Connor Nowalk for Missouri","4058 Warwick Blvd","Apt 8","Kansas City","MO","64111","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"145711","C171047","House Democratic Campaign Committee","Barnes For State Representative - Dist 28th","PO Box 413713","","Kansas City","MO","64141","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"145712","C171047","House Democratic Campaign Committee","Friends Of Kip Kendrick","1400 Forum Blvd Ste 7A","243","Columbia","MO","65203","2/25/2020 12:00:00 AM","250.0000","I","April Quarterly Report"
"141551","C141371","American Property Casualty Insurance Association Political Account","Friends of Luke Clippinger","1620 Webster St.","","Baltimore","MD","21230","11/22/2019 12:00:00 AM","750.0000","M","January Quarterly Report"
"141552","C141371","American Property Casualty Insurance Association Political Account","Will Smith for Maryland","7720 Carroll Avenue","","Takoma Park","MD","20912","11/22/2019 12:00:00 AM","400.0000","M","January Quarterly Report"
"141553","C141371","American Property Casualty Insurance Association Political Account","Frownfelter for House","5225 Crest Drive","","Kansas City","KS","66109","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141554","C141371","American Property Casualty Insurance Association Political Account","Friends of Wayne Hartman","1 Warbler Court","","Berlin","MD","21811","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141555","C141371","American Property Casualty Insurance Association Political Account","Hawkins for House","9406 Harvest Lane","","Wichita","KS","67212","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141556","C141371","American Property Casualty Insurance Association Political Account","Neighbor for House","10405 W. 52nd Terrace","","Shawnee","KS","66203","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141557","C141371","American Property Casualty Insurance Association Political Account","Pilcher-Cook for Senate","13910 W. 58th Place","","Shawnee","KS","66216","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141558","C141371","American Property Casualty Insurance Association Political Account","Friends of Malcolm Augustine","P.O. Box 272","","Bladensburg","MD","20710","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141559","C141371","American Property Casualty Insurance Association Political Account","Dan Cox for Delegate","P.O. Box 545","","Emmitsburg","MD","21727","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141560","C141371","American Property Casualty Insurance Association Political Account","Friends of Christopher Adams","6199 Westbury Dr.","","Salisbury","MD","21801","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141561","C141371","American Property Casualty Insurance Association Political Account","Friends of Ben Kramer","704 Cloverly Street","","Silver Springs","MD","20905","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141562","C141371","American Property Casualty Insurance Association Political Account","Longbine for Senate","2801 Lakeridge Rd","","Emporia","KS","66801","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141563","C141371","American Property Casualty Insurance Association Political Account","Committee to Elect Vanessa Atterbeary","P.O. Box 728","","Fulton","MD","20759","11/25/2019 12:00:00 AM","400.0000","M","January Quarterly Report"
"141564","C141371","American Property Casualty Insurance Association Political Account","Vickrey for House","502 S. Countryside Drive","","Louisburg","KS","66053","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141565","C141371","American Property Casualty Insurance Association Political Account","Friends of Courtney Watson","P.O. Box 1442","","Ellicott City","MD","21042","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141566","C141371","American Property Casualty Insurance Association Political Account","Friends of Lauren Arikan","3820 Salem Church Road","","Jarretsville","MD","21084","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141567","C141371","American Property Casualty Insurance Association Political Account","Committee to Elect Brian M. Crosby","P.O. Box 655","","Lexington Park","MD","20653","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141568","C141371","American Property Casualty Insurance Association Political Account","Billinger for Senate","P.O. Box 594","","Goodland","KS","67735","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141569","C141371","American Property Casualty Insurance Association Political Account","Friends of Steve Hershey","104 Wye View Road","","Queenstown","MD","21658","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141570","C141371","American Property Casualty Insurance Association Political Account","Ware for Senate","1444 N. Perry","","Wichita","KS","67203","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141571","C141371","American Property Casualty Insurance Association Political Account","The Committee to Elect Susan K. McComas","PO Box 1204","","Bel Air","MD","21014","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141572","C141371","American Property Casualty Insurance Association Political Account","Friends of Charlotte Crutchfield","P.O. Box 9365","","Silver Springs","MD","20916","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141573","C141371","American Property Casualty Insurance Association Political Account","Friends of Steve Arentz","51 Prospect Bay Drive","","Grasonville","MD","21638","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141574","C141371","American Property Casualty Insurance Association Political Account","Citizens for Brian Feldman","P. O. Box 34408","","Bethesda","MD","20827","11/25/2019 12:00:00 AM","400.0000","M","January Quarterly Report"
"141575","C141371","American Property Casualty Insurance Association Political Account","Tom Cox for Kansas","13510 W. 72nd St.","","Shawnee","KS","66216","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141576","C141371","American Property Casualty Insurance Association Political Account","Corbet for House","10351 SW 61st","","Topeka","KS","66610","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141577","C141371","American Property Casualty Insurance Association Political Account","Friends of Warren E. Miller","3345 A Florence Road","","Woodbine","MD","21797","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141578","C141371","American Property Casualty Insurance Association Political Account","Denning for Senate","8416 W. 115th Street","","Overland Park","KS","66210","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141579","C141371","American Property Casualty Insurance Association Political Account","Patton for House","339 NE 46th St.","","Topeka","KS","66617","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141580","C141371","American Property Casualty Insurance Association Political Account","Lynn for Senate","18837 West 115th Terrace","","Olathe","KS","66061","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"141581","C141371","American Property Casualty Insurance Association Political Account","Sawyer for House","1041 S. Elizabeth","","Wichita","KS","67213","11/25/2019 12:00:00 AM","250.0000","M","January Quarterly Report"
"149549","C071139","EMILY NEWELL BLAIR WOMEN'S DEMOCRATIC CLUB","MFWDC","3512 Bridge Manor","","Kansas City","MO","64132","5/4/2020 12:00:00 AM","10.0000","M","July Quarterly Report"
"149569","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Alex Riley for State Representative","3555 S Parkhill Ave","","Springfield","MO","65807","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149570","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","American Dream PAC","PO Box 144","","Jefferson City","MO","65102","7/1/2020 12:00:00 AM","1000.0000","M","8 Day Before Primary Election-8/4/2020"
"149571","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Beck for Missouri","9426 Brenda Ave","","St Louis","MO","63123","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149572","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Bondon for Missouri","PO Box 203","","Belton","MO","64012","7/1/2020 12:00:00 AM","750.0000","M","8 Day Before Primary Election-8/4/2020"
"149573","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Citizens for Mitchell","PO Box 771","","Republic","MO","65738","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149574","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Citizens for Ross","19420 Evans Road","","Yukon","MO","65589","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149575","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Committee to Elect Pierson Jr","PO Box 372100","","St Louis","MO","63138","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149576","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Freedom's Promise PAC","12026 Manchester Rd","","St Louis","MO","63131","7/1/2020 12:00:00 AM","1000.0000","M","8 Day Before Primary Election-8/4/2020"
"149577","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Friends of Caleb Rowden","PO Box 7088","","Columbia","MO","65205","7/1/2020 12:00:00 AM","1000.0000","M","8 Day Before Primary Election-8/4/2020"
"149578","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Friends of David Cole","PO Box 234","","Cassville","MO","65625","7/1/2020 12:00:00 AM","750.0000","M","8 Day Before Primary Election-8/4/2020"
"149579","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Friends of Holly Rehder","PO Box 1868","","Sikeston","MO","63801","7/1/2020 12:00:00 AM","1000.0000","M","8 Day Before Primary Election-8/4/2020"
"149580","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Friends of Kathy Swan","PO Box 36","","Cape Girardeau","MO","63702","7/1/2020 12:00:00 AM","1000.0000","M","8 Day Before Primary Election-8/4/2020"
"149581","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Friends of Shaul","925 Falcon Drive","","Imperial","MO","63052","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149582","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Friends of Steve Helms","2261 East Kirkwood","","Springfield","MO","65804","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149583","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Go West for Missouri","4542 Highway Z","","Wentzville","MO","63385","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149584","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","jasonbeanforsenate.com","PO Box 112","","Holcomb","MO","63852","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149585","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","McDaniel for State Representative","PO Box 904","","Caruthersville","MO","63830","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149625","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Parson for Missouri","PO Box 1004","","Bolivar","MO","65613","7/1/2020 12:00:00 AM","650.0000","M","8 Day Before Primary Election-8/4/2020"
"149626","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Razer for Missouri","8205 Cherry St","","Kansas City","MO","64131","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149627","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Roberts for St Louis","PO Box 771671","","St Louis","MO","63177","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149628","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Sander for Missouri","514 N Bynum Rd","PO Box 13","Lone Jack","MO","64070","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149629","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Washington for Senate 9","PO Box 270152","","Kansas City","MO","64127","7/1/2020 12:00:00 AM","500.0000","M","8 Day Before Primary Election-8/4/2020"
"149630","C000128","ST LOUIS AREA HOTEL ASSOCIATION POLITICAL ACTION COMMITTEE","Will Perry for State Rep","PO Box 4111","","Scott City","MO","63780","7/1/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149676","C151123","Peter Merideth For Mo Progress","House Democratic Campaign Committee","3542 Crittenden St","","St Louis","MO","63118","6/25/2020 12:00:00 AM","6000.0000","M","July Quarterly Report"
"149742","C031123","TESSON FERRY TOWNSHIP REPUBLICAN CLUB","Citizens For Murphy","4938 Karington Place Drive","","Saint Louis","MO","63129","6/11/2020 12:00:00 AM","500.0000","M","July Quarterly Report"
"149743","C031123","TESSON FERRY TOWNSHIP REPUBLICAN CLUB","Gregory For Missouri","12820 Weber Hill Road","","Saint Louis","MO","63127","6/11/2020 12:00:00 AM","200.0000","M","July Quarterly Report"
"149744","C031123","TESSON FERRY TOWNSHIP REPUBLICAN CLUB","O'Donnell For Missouri","7043 Chalkstone Road","","Saint Louis","MO","63129","6/11/2020 12:00:00 AM","200.0000","M","July Quarterly Report"
"149745","C031123","TESSON FERRY TOWNSHIP REPUBLICAN CLUB","Citizens to Elect Bill Heisse","9835 Arv Ellen Drive","","Saint Louis","MO","63123","6/11/2020 12:00:00 AM","100.0000","M","July Quarterly Report"
"149746","C031123","TESSON FERRY TOWNSHIP REPUBLICAN CLUB","Missouri Republican Party","Post Office Box 73","","Jefferson City","MO","65102","6/22/2020 12:00:00 AM","60.0000","M","July Quarterly Report"
"149770","C000786","FirePAC","Friends of Andrew Koenig","741 Sherwick Terrace","","Manchester","MO","63021","7/20/2020 12:00:00 AM","250.0000","M","8 Day Before Primary Election-8/4/2020"
"149771","C000060","MO PHYSICIAN ASSISTANT POLITICAL ACTION COMMITTEE","Friends of Andrew Koenig","741 Sherwick Terrace","","Manchester","MO","63021","7/20/2020 12:00:00 AM","200.0000","M","8 Day Before Primary Election-8/4/2020"
"140335","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Faust Goudeau for State Senate","PO Box 20335","","Wichita","KS","67208","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140336","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Francisco for State Senate","1101 Ohio","","Lawrence","KS","66044","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140337","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Haley for State Senate","936 Cleveland Ave","","Kansas City","KS","66101","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140338","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Hawk for State SEnate","2600 Woodhaven Ct","","Manhattan","KS","66502","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140339","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Hensley for State Senate","4240 SE Wisconsin Ave","","Topeka","KS","66609","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140340","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Holland for State Senate","961 E. 1600 Road","","Baldwin City","KS","66006","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140341","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Pettey for State Senate","5316 Lakewood St","","Kansas City","KS","66106","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140342","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Sykes for State Senate","10227 Theden Circle","","Lenexa","KS","66220","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140343","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Ware for State SEnate","1444 N. Perry","","Wichita","KS","67203","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140344","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Holscher for State SEnate","12345 Westgate St","","Overland Park","KS","66213","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140345","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Pittman for State SEnate","1108 South Broadway","","Leavenworth","KS","66048","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140346","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Ward for State Senate","3100 East Clark","","Wichita","KS","67211","12/4/2019 12:00:00 AM","1000.0000","M","January Quarterly Report"
"140347","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Alcala for State Rep","520 NE Lake","","Topeka","KS","66616","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140348","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Amyx for State Rep","501 Lawrence Ave","","Lawrence ","KS","66049","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140349","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Ballard for State Rep","1532 Alvamar Drive","","Lawrence","KS","66047","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140350","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Benson for State Rep","13901 Hemlock St","","Overland Park","KS","66223","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140351","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Bishop for State Rep","8518 East Longlake St","","Wichita","KS","67207","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140352","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Burroughs for State Rep","3131 SO 73rd Ter","","Kansas City","KS","66106","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140353","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Carlin for State Rep","1650 Sunny Slope","","Manhattan","KS","66502","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140354","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Carmichael for State Rep","1475 N Lieunett","","Wichita","KS","67203","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140355","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Clayton for State Rep","9825 Woodson Dr","","Overland Park","KS","66207","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140356","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Curtis for State Rep","322 North 16th","","Kansas City","KS","66102","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140357","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Finney for State Rep","1754 Madison","","Wichita","KS","67214","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140358","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Frownfelter for State Rep","5225 Crest Drive","","Kansas City","KS","66106","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140359","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Gartner for State Rep","928 SW Woodbridge Ct","","Topeka","KS","66606","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140360","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Helgerson for State Rep","12 East Peachtree","","Wichita","KS","67207","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140361","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Henderson for State Rep","2710 North 8th","","Kansas City","KS","66101","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140362","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Hodge for State Rep","2727 North Main","","North Newton","KS","67717","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140363","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Horn for State Rep","2121 Vermont Street","","Lawrence ","KS","66046","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140364","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Kuether for State Rep","1346 SW Wayne","","Topeka","KS","66604","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140365","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Lusk for Staet Rep","7700 W 83rd Street","","Overland Park","KS","66204","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140366","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Murnan for State Rep","1313 Mallory Ct","","Pittsburg","KS","66762","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140367","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Neighbor for State Rep","10405 W 52nd Terrace","","Shawnee","KS","66203","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140368","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Ohaebosim for State Rep","2330 North Oliver #511","","Wichita","KS","67220","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140369","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Ousley for STate Reo","6800 Farley","","Merriam","KS","66203","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
"140370","C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","Parker for State Rep","9807 W 104th STreet","","Overland Park","KS","66212","12/4/2019 12:00:00 AM","500.0000","M","January Quarterly Report"
